quant_level,id,category,language,score,detail,valid_json,output,expected,ttft_s,total_time_s,decode_tokens_per_s
F16,information_extraction-en-002,information_extraction,en,0.6667,values_missing:name,True,"{
  ""contact_method"": ""email"",
  ""email"": ""john.doe@example.com"",
  ""contact_method"": ""phone"",
  ""phone_number"": ""(555) 123-4567""
}","{""name"": ""John Doe"", ""email"": ""john.doe@example.com"", ""phone"": ""(555) 123-4567""}",0.3553,2.7366,21.0
F16,information_extraction-en-003,information_extraction,en,1.0,all_values_found,True,"{
  ""flight_number"": ""AA245"",
  ""departure_gate"": ""12"",
  ""departure_time"": ""14:30"",
  ""arrival_city"": ""Chicago"",
  ""arrival_time"": ""17:05""
}","{""flight_number"": ""AA245"", ""gate"": ""12"", ""departure_time"": ""14:30"", ""destination"": ""Chicago"", ""arrival_time"": ""17:05""}",0.3536,2.8067,22.42
F16,information_extraction-en-004,information_extraction,en,0.75,values_missing:hours,True,"{
  ""date"": ""every Monday and Wednesday"",
  ""time"": ""9am to 1pm"",
  ""location"": ""Riverside Clinic"",
  ""doctor"": ""Dr. Emily Carter""
}","{""doctor"": ""Dr. Emily Carter"", ""location"": ""Riverside Clinic"", ""days"": [""Monday"", ""Wednesday""], ""hours"": ""9am-1pm""}",0.5334,2.5819,21.97
F16,information_extraction-en-005,information_extraction,en,0.6667,values_missing:end_date,True,"{
  ""date"": ""2025-09-03"",
  ""location"": ""Berlin"",
  ""duration"": ""3 days""
}","{""event_location"": ""Berlin"", ""start_date"": ""2025-09-03"", ""end_date"": ""2025-09-05""}",0.5527,2.0489,22.73
F16,information_extraction-en-006,information_extraction,en,1.0,all_values_found,True,"{
  ""order_number"": ""78910"",
  ""shipping_method"": ""FedEx"",
  ""estimated_delivery_days"": ""3-5 business days""
}","{""order_number"": ""78910"", ""carrier"": ""FedEx"", ""eta_days"": ""3-5""}",0.5378,2.1716,22.65
F16,information_extraction-en-007,information_extraction,en,0.6667,values_missing:address,True,"{
  ""street"": ""Elm Street"",
  ""number"": ""42"",
  ""sale_price"": ""$375,000"",
  ""sale_date"": ""June 2024""
}","{""address"": ""42 Elm Street"", ""price"": ""375000"", ""month_sold"": ""June 2024""}",0.6067,2.7184,22.26
F16,information_extraction-en-008,information_extraction,en,0.75,values_missing:attendee,True,"{
  ""date"": ""Thursday"",
  ""time"": ""10:00 AM"",
  ""location"": ""Conference Room B""
}","{""attendee"": ""Robert Chen"", ""day"": ""Thursday"", ""time"": ""10:00 AM"", ""location"": ""Conference Room B""}",0.5017,1.8552,22.9
F16,information_extraction-it-001,information_extraction,it,0.0,"values_missing:invoice_number,customer,date,total",True,"{""campi_principali"": [""numero_fattura"", ""nome_fattore"", ""data_emissione"", ""totale_fattura""]}","{""invoice_number"": ""4521"", ""customer"": ""Maria Rossi"", ""date"": ""2025-07-14"", ""total"": ""1230.50""}",0.4288,1.9072,22.32
F16,information_extraction-it-002,information_extraction,it,1.0,all_values_found,True,"{
  ""campi_principali"": [
    ""Luca Bianchi"",
    ""luca.bianchi@example.it"",
    ""333 1234567""
  ]
}","{""name"": ""Luca Bianchi"", ""email"": ""luca.bianchi@example.it"", ""phone"": ""333 1234567""}",0.3612,2.3978,22.1
F16,information_extraction-it-003,information_extraction,it,1.0,all_values_found,True,"{""volo"":""AZ310"",""parte"":""gate 7 alle 16:45"",""atterra"":""Roma alle 18:20""}","{""flight_number"": ""AZ310"", ""gate"": ""7"", ""departure_time"": ""16:45"", ""destination"": ""Roma"", ""arrival_time"": ""18:20""}",0.3583,2.0107,22.39
F16,information_extraction-it-004,information_extraction,it,0.5,"values_missing:doctor,hours",True,"{
  ""date"": ""martedì e giovedì"",
  ""time"": ""9 alle 13"",
  ""day"": ""mattina"",
  ""location"": ""Ambulatorio Centrale"",
  ""doctor"": ""La dottoressa Chiara Ferrari""
}","{""doctor"": ""Dott.ssa Chiara Ferrari"", ""location"": ""Ambulatorio Centrale"", ""days"": [""martedì"", ""giovedì""], ""hours"": ""9-13""}",0.3558,3.1177,22.09
F16,information_extraction-it-005,information_extraction,it,0.3333,"values_missing:start_date,end_date",True,"{""data"":{""conference"":""Milano"",""dates"":""3 al 5 settembre 2025""}}","{""event_location"": ""Milano"", ""start_date"": ""2025-09-03"", ""end_date"": ""2025-09-05""}",0.5545,1.5999,22.96
F16,information_extraction-it-006,information_extraction,it,0.0,"values_missing:order_number,carrier,eta_days",True,"{""campi_principali"": [""ordine_numero"", ""modalità_spedizione"", ""data_arrivo""]}","{""order_number"": ""78910"", ""carrier"": ""BRT"", ""eta_days"": ""3-5""}",0.3523,1.4895,21.98
F16,information_extraction-it-007,information_extraction,it,0.6667,values_missing:price,True,"{""appartamento"": ""via Verdi 42"", ""prezzo"": ""375.000 euro"", ""data_vendita"": ""giugno 2024""}","{""address"": ""via Verdi 42"", ""price"": ""375000"", ""month_sold"": ""giugno 2024""}",0.3628,2.3524,22.11
F16,information_extraction-it-008,information_extraction,it,0.75,values_missing:attendee,True,"{
  ""date"": ""giovedì"",
  ""time"": ""10:00"",
  ""location"": ""Sala Riunioni B""
}","{""attendee"": ""Roberto Colombo"", ""day"": ""giovedì"", ""time"": ""10:00"", ""location"": ""Sala Riunioni B""}",0.3074,1.9231,21.66
F16,structured_output-en-001,structured_output,en,1.0,all_fields_match,True,"{""name"": ""Alice"", ""age"": 29}","{""name"": ""Alice"", ""age"": 29}",0.3741,0.9884,22.79
F16,structured_output-en-002,structured_output,en,1.0,all_fields_match,True,"{""city"": ""Paris"", ""country"": ""France""}","{""city"": ""Paris"", ""country"": ""France""}",0.5294,1.0948,23.0
F16,structured_output-en-003,structured_output,en,1.0,all_fields_match,True,"{""title"": ""1984"", ""author"": ""George Orwell"", ""year"": 1949}","{""title"": ""1984"", ""author"": ""George Orwell"", ""year"": 1949}",0.3597,1.5371,22.08
F16,structured_output-en-004,structured_output,en,1.0,list_match,True,"[""red"", ""blue"", ""yellow""]","[""red"", ""blue"", ""yellow""]",0.4487,0.8625,24.17
F16,structured_output-en-005,structured_output,en,0.3333,"fields_wrong:price,in_stock",True,"{""product"":""Laptop"",""price"":""$999"",""in_stock"":""currently available""}","{""product"": ""Laptop"", ""price"": 999, ""in_stock"": true}",0.362,1.2535,22.43
F16,structured_output-en-006,structured_output,en,1.0,all_fields_match,True,"{""day"": ""Monday"", ""temperature_celsius"": 22}","{""day"": ""Monday"", ""temperature_celsius"": 22}",0.606,1.3162,22.53
F16,structured_output-en-007,structured_output,en,1.0,all_fields_match,True,"{""first_name"": ""Tom"", ""last_name"": ""Walker"", ""email"": ""tom.walker@email.com""}","{""first_name"": ""Tom"", ""last_name"": ""Walker"", ""email"": ""tom.walker@email.com""}",0.5544,1.8683,19.03
F16,structured_output-en-008,structured_output,en,1.0,all_fields_match,True,"{""width"": 10, ""height"": 5}","{""width"": 10, ""height"": 5}",0.6853,1.3985,19.63
F16,structured_output-it-001,structured_output,it,1.0,all_fields_match,True,"{""nome"": ""Alice"", ""eta"": 29}","{""nome"": ""Alice"", ""eta"": 29}",0.5495,1.1563,23.07
F16,structured_output-it-002,structured_output,it,1.0,all_fields_match,True,"{""citta"": ""Parigi"", ""paese"": ""Francia""}","{""citta"": ""Parigi"", ""paese"": ""Francia""}",0.3249,1.0846,22.38
F16,structured_output-it-003,structured_output,it,1.0,all_fields_match,True,"{""titolo"": ""Il Nome della Rosa"", ""autore"": ""Umberto Eco"", ""anno"": 1980}","{""titolo"": ""Il Nome della Rosa"", ""autore"": ""Umberto Eco"", ""anno"": 1980}",0.3671,1.7147,22.26
F16,structured_output-it-004,structured_output,it,1.0,list_match,True,"{""colors"": [""rosso"", ""blu"", ""giallo""]}","[""rosso"", ""blu"", ""giallo""]",0.5693,1.2538,23.37
F16,structured_output-it-005,structured_output,it,0.3333,"fields_wrong:prezzo,disponibile",True,"{""prodotto"":""Laptop"",""prezzo"":""999 euro"",""disponibile"":""attualmente disponibile""}","{""prodotto"": ""Laptop"", ""prezzo"": 999, ""disponibile"": true}",0.3476,1.5549,22.36
F16,structured_output-it-006,structured_output,it,1.0,all_fields_match,True,"{""giorno"": ""lunedì"", ""temperatura_celsius"": 22}","{""giorno"": ""lunedì"", ""temperatura_celsius"": 22}",0.3638,1.2926,22.61
F16,structured_output-it-007,structured_output,it,1.0,all_fields_match,True,"{
  ""nome"": ""Tommaso"",
  ""cognome"": ""Ferrari"",
  ""email"": ""tommaso.ferrari@email.it""
}","{""nome"": ""Tommaso"", ""cognome"": ""Ferrari"", ""email"": ""tommaso.ferrari@email.it""}",0.6524,2.3208,22.18
F16,structured_output-it-008,structured_output,it,1.0,all_fields_match,True,"{""larghezza"": 10, ""altezza"": 5}","{""larghezza"": 10, ""altezza"": 5}",0.3561,1.0849,23.33
F16,summarization-en-001,summarization,en,0.28,token_f1=0.28,,"Solar and wind power generation increased by 18% globally due to falling costs and government subsidies, with several countries generating over a third of their electricity from renewables.","Renewable energy generation grew significantly last year due to lower costs and government support, with continued growth expected as storage technology improves.",0.4756,1.9937,22.4
F16,summarization-en-002,summarization,en,0.3571,token_f1=0.36,,"TechCorp reported a 12% increase in quarterly revenue of $2.4 billion, driven by strong cloud services demand, with profit margins improving despite rising data center costs, leading to a 5% stock rise in after-hours trading.","TechCorp's quarterly revenue rose 12% thanks to strong cloud demand, and its stock climbed after the earnings announcement.",0.4168,2.7059,21.84
F16,summarization-en-003,summarization,en,0.6207,token_f1=0.62,,"Astronauts Neil Armstrong and Buzz Aldrin became the first humans to walk on the Moon as part of NASA's Apollo 11 mission on July 20, 1969, marking a significant achievement in the space race.","Apollo 11's 1969 Moon landing made Armstrong and Aldrin the first humans on the Moon, a landmark moment in the space race.",0.4956,2.8802,21.39
F16,summarization-en-004,summarization,en,0.5172,token_f1=0.52,,"People who sleep less than six hours a night have a higher risk of heart disease compared to those who sleep seven to eight hours, according to a ten-year study.","A decade-long study found that sleeping under six hours a night raises heart disease risk, reinforcing the importance of getting seven to eight hours of sleep.",0.5159,2.4954,17.18
F16,summarization-en-005,summarization,en,0.3922,token_f1=0.39,,"The visiting team won a dramatic 2-1 victory over the home team in a comeback, with the winning goal coming from a free kick in the final minutes.","The home team overturned an early deficit with two late goals, including a dramatic 88th-minute free kick, to win 2-1.",0.9057,2.9878,16.33
F16,summarization-en-006,summarization,en,0.5818,token_f1=0.58,,"City council approves free public bus service next year, funded by a downtown parking tax, aiming to reduce congestion and emissions but criticized by some business owners.","The city will make buses free next year, funded by a new downtown parking tax meant to cut traffic and emissions, though some business owners oppose the tax.",0.5581,2.0076,21.39
F16,summarization-en-007,summarization,en,0.6296,token_f1=0.63,,"Astronomers discovered a new exoplanet 40 light-years away, roughly 1.5 times Earth's size and takes 200 days to orbit its star, potentially promising for future atmospheric studies.","Astronomers found a potentially habitable exoplanet 40 light-years away, about 1.5 times Earth's size, and plan further studies of its atmosphere.",0.5487,2.8886,19.66
F16,summarization-en-008,summarization,en,0.3636,token_f1=0.36,,"A young detective in 1920s London investigates a theft while uncovering a police force conspiracy, facing moral dilemmas and testifying before a tribunal.","A 1920s London detective uncovers police corruption while investigating a small theft, ultimately risking her career to testify against corrupt colleagues.",0.6062,2.352,19.48
F16,summarization-it-001,summarization,it,0.1935,token_f1=0.19,,"La produzione di energia solare e eolica ha aumentato del 18% nel mondo, con un terzo della elettricità generata da fonti rinnovabili proveniente da paesi come Germania e India, stimata da analisti.","La produzione di energia rinnovabile è cresciuta molto lo scorso anno grazie a costi più bassi e incentivi statali, con una crescita futura attesa grazie ai progressi nell'accumulo energetico.",0.716,3.9115,18.78
F16,summarization-it-002,summarization,it,0.4928,token_f1=0.49,,"TechCorp ha registrato un fatturato trimestrale di 2,4 miliardi di dollari, con un aumento del 12% rispetto all'anno precedente, grazie alla forte domanda per i servizi cloud, ma i margini di profitto sono leggermente migliorati e il titolo è salito del 5%.","Il fatturato trimestrale di TechCorp è cresciuto del 12% grazie alla domanda di servizi cloud, e il titolo è salito dopo l'annuncio dei risultati.",0.7707,5.0481,17.77
F16,summarization-it-003,summarization,it,0.4068,token_f1=0.41,,"Neil Armstrong e Buzz Aldrin diventarono i primi esseri umani a camminare sulla Luna il 20 luglio 1969 durante la missione Apollo 11 della NASA, seguita da un'ampia rete di trasmissioni televisive globali.","Lo sbarco sulla Luna dell'Apollo 11 nel 1969 rese Armstrong e Aldrin i primi uomini sulla Luna, un momento cruciale della corsa allo spazio.",0.8416,4.4056,17.96
F16,summarization-it-004,summarization,it,0.1667,token_f1=0.17,,"Adeguato sonno riduce il rischio di malattie cardiache, conferma i ricercatori.","Uno studio decennale ha rilevato che dormire meno di sei ore aumenta il rischio cardiaco, confermando l'importanza di dormire sette-otto ore a notte.",0.8298,2.1681,19.43
F16,summarization-it-005,summarization,it,0.52,token_f1=0.52,,"Squadra ospitale ha avuto vantaggio iniziale, ma casa ha risentito con due gol negli ultimi minuti, vincendo 2-1 con un gol decisivo a 88 minuti.","La squadra di casa ha ribaltato uno svantaggio iniziale con due gol nel finale, incluso un gol su punizione all'88', vincendo 2-1.",0.73,3.5517,17.72
F16,summarization-it-006,summarization,it,0.5143,token_f1=0.51,,"Il consiglio comunale ha approvato un piano per rendere gratuiti tutti gli autobus pubblici a partire dal prossimo anno, finanziato da una nuova tassa sui parcheggi del centro, ma alcuni commercianti del centro hanno criticato la nuova tassa come ingiusta.","La città renderà gratuiti gli autobus dal prossimo anno grazie a una nuova tassa sui parcheggi del centro, pensata per ridurre traffico ed emissioni, nonostante le critiche di alcuni commercianti.",0.8619,4.7275,17.07
F16,summarization-it-007,summarization,it,0.5312,token_f1=0.53,,"Astronomi hanno descritto un nuovo esopianeta a 40 anni luce di distanza, potenzialmente con acqua liquida in superficie, che impiega 200 giorni per completare un'orbita e è circa 1,5 volte più grande della Terra.","Gli astronomi hanno scoperto un esopianeta potenzialmente abitabile a 40 anni luce, circa 1,5 volte le dimensioni della Terra, da studiare in futuro per la sua atmosfera.",1.0007,5.3316,15.47
F16,summarization-it-008,summarization,it,0.4533,token_f1=0.45,,"Una giovane investigatrice in Londra degli anni '20 scopre una cospirazione nella polizia mentre indaga su un furto apparentemente di poco conto, dove dovrà decidere se denunciare colleghi corrotti o proteggere la propria carriera, con la storia conclusa con una testimonianza davanti a un tribunale a caro prezzo personale.","Un'investigatrice nella Londra degli anni '20 scopre la corruzione della polizia indagando su un piccolo furto, rischiando la carriera per testimoniare contro i colleghi corrotti.",0.9621,7.1251,14.44
F16,reasoning-en-001,reasoning,en,1.0,numeric_match,,40 kilometers,40,0.9468,1.1306,21.76
F16,reasoning-en-002,reasoning,en,0.0,numeric_mismatch,,11,19,0.6102,0.7187,27.66
F16,reasoning-en-003,reasoning,en,1.0,numeric_match,,"Sale price = Original price - (Original price * Discount rate)
Sale price = $40 - ($40 * 0.25)
Sale price = $40 - $10
Sale price = $30",$30,0.9825,4.259,14.65
F16,reasoning-en-004,reasoning,en,0.0,day_mismatch_or_missing,,Friday,Saturday,1.1185,1.1772,34.09
F16,reasoning-en-005,reasoning,en,1.0,numeric_match,,"Area = length × width
Area = 8 meters × 5 meters
Area = 40 square meters",40 square meters,0.8933,2.2519,17.67
F16,reasoning-en-006,reasoning,en,1.0,numeric_match,,14,14,1.0314,1.1459,26.18
F16,reasoning-en-007,reasoning,en,0.0,numeric_mismatch,,"To find out how many cups of flour are needed for 30 cookies, we can set up a proportion based on the given ratio of flour to cookies.

Given: 2 cups of flour for 12 cookies

We want to find: 2 cups of flour for 30 cookies

The proportion is:
\[ \frac{2 \text{ cups}}{12 \text{ cookies}} = \frac{x \text{ cups}}{30 \text{ cookies}} \]

Solving for \( x \):
\[ x = \frac{2 \text{ cups} \times 30 \text{ cookies}}{12 \text{ cookies}} \]
\[ x = \frac{60}{12} \]
\[ x = 5 \]

Therefore, 5 cups of flour are needed for 30 cookies.",5,1.1125,15.8842,12.05
F16,reasoning-en-008,reasoning,en,0.0,numeric_mismatch,,12 days,3,0.8696,1.0904,18.11
F16,reasoning-en-009,reasoning,en,0.0,numeric_mismatch,,250 km,1000 km,0.7919,1.0505,19.34
F16,reasoning-it-001,reasoning,it,1.0,numeric_match,,40 chilometri,40,0.8621,1.2497,18.06
F16,reasoning-it-002,reasoning,it,1.0,numeric_match,,"Sara ha 3 scatole x 8 mele = 24 mele in totale.
Regala 5 mele, quindi le restano 24 - 5 = 19 mele.",19,0.8145,4.7036,12.34
F16,reasoning-it-003,reasoning,it,1.0,numeric_match,,Il prezzo scontato della maglietta è di 30 euro.,30 euro,0.9345,2.248,13.7
F16,reasoning-it-004,reasoning,it,0.0,day_mismatch_or_missing,,Lunedì,sabato,1.1444,1.3356,20.91
F16,reasoning-it-005,reasoning,it,1.0,numeric_match,,40 metri quadrati,40 metri quadrati,0.7219,1.1244,17.39
F16,reasoning-it-006,reasoning,it,1.0,numeric_match,,14,14,0.7462,0.8647,25.33
F16,reasoning-it-007,reasoning,it,1.0,numeric_match,,5,5,0.6834,0.7415,34.38
F16,reasoning-it-008,reasoning,it,0.0,numeric_mismatch,,4,3,0.6512,0.7104,33.82
F16,reasoning-it-009,reasoning,it,0.0,numeric_mismatch,,"100 km * 5 litri = 500 litri
500 litri / 50 litri = 10 km",1000 km,0.7131,3.1697,13.84
F16,instruction_following-en-001,instruction_following,en,1.0,correct,,YES,YES,0.8938,0.9599,30.25
F16,instruction_following-en-002,instruction_following,en,1.0,correct,,cold,Cold,0.8608,0.9196,34.06
F16,instruction_following-en-003,instruction_following,en,1.0,correct,,"apple, banana, orange","apple, banana, orange",0.6707,0.9579,20.89
F16,instruction_following-en-004,instruction_following,en,1.0,correct,,366,366,0.8119,0.9786,24.0
F16,instruction_following-en-005,instruction_following,en,1.0,correct,,Capital: Tokyo,Capital: Tokyo,0.8269,0.9967,23.56
F16,instruction_following-en-006,instruction_following,en,1.0,correct,,JUPITER,JUPITER,0.7328,0.9017,23.68
F16,instruction_following-en-007,instruction_following,en,0.0,format_ok_content_wrong,,❤,❤️,0.6936,0.7487,36.26
F16,instruction_following-en-008,instruction_following,en,1.0,correct,,true,true,0.5806,0.6313,39.42
F16,instruction_following-en-009,instruction_following,en,1.0,correct,,"red, blue","red, blue",0.8743,1.0554,22.09
F16,instruction_following-it-001,instruction_following,it,0.0,format_ok_content_wrong,,NO,SÌ,0.7291,0.7896,33.09
F16,instruction_following-it-002,instruction_following,it,0.0,format_ok_content_wrong,,Frigio,Freddo,0.7927,0.9724,22.26
F16,instruction_following-it-003,instruction_following,it,0.0,format_ok_content_wrong,,"Mango, banana, pera","mela, banana, arancia",0.9751,1.3783,19.84
F16,instruction_following-it-004,instruction_following,it,1.0,correct,,366,366,1.009,1.1773,23.76
F16,instruction_following-it-005,instruction_following,it,1.0,correct,,Capitale: Tokyo,Capitale: Tokyo,0.5896,0.8727,21.19
F16,instruction_following-it-006,instruction_following,it,0.0,content_and_format_wrong,,GIARDINO STELLARO,GIOVE,0.866,1.2638,20.11
F16,instruction_following-it-007,instruction_following,it,1.0,correct,,❤️,❤️,0.8812,0.9928,26.87
F16,instruction_following-it-008,instruction_following,it,0.0,format_ok_content_wrong,,falso,vero,0.6705,0.7923,24.63
F16,instruction_following-it-009,instruction_following,it,1.0,correct,,"rosso, blu","rosso, blu",1.1069,1.3345,21.97
Q8_0,classification-en-001,classification,en,1.0,exact_match,,positive,positive,0.4044,0.4285,82.84
Q8_0,classification-en-002,classification,en,1.0,exact_match,,negative,negative,0.1576,0.1817,83.13
Q8_0,classification-en-003,classification,en,1.0,exact_match,,neutral,neutral,0.1232,0.147,84.08
Q8_0,classification-en-004,classification,en,1.0,exact_match,,technology,technology,0.1854,0.2094,83.44
Q8_0,classification-en-005,classification,en,1.0,exact_match,,sports,sports,0.1944,0.2186,82.46
Q8_0,classification-en-006,classification,en,1.0,exact_match,,business,business,0.1782,0.2021,83.51
Q8_0,classification-en-007,classification,en,1.0,exact_match,,health,health,0.2588,0.284,79.49
Q8_0,classification-en-008,classification,en,1.0,exact_match,,negative,negative,0.1732,0.1985,79.09
Q8_0,classification-it-001,classification,it,1.0,exact_match,,positive,positive,0.2844,0.3084,83.48
Q8_0,classification-it-002,classification,it,1.0,exact_match,,negative,negative,0.2013,0.2252,83.73
Q8_0,classification-it-003,classification,it,1.0,exact_match,,neutral,neutral,0.1733,0.1972,83.84
Q8_0,classification-it-004,classification,it,1.0,exact_match,,technology,technology,0.2568,0.2807,83.77
Q8_0,classification-it-005,classification,it,1.0,exact_match,,sports,sports,0.2307,0.2549,82.64
Q8_0,classification-it-006,classification,it,1.0,exact_match,,business,business,0.2322,0.2561,83.68
Q8_0,classification-it-007,classification,it,1.0,exact_match,,health,health,0.2431,0.267,83.66
Q8_0,classification-it-008,classification,it,1.0,exact_match,,negative,negative,0.2024,0.2264,83.59
Q8_0,information_extraction-en-001,information_extraction,en,0.75,values_missing:date,True,"{
  ""invoice_number"": ""4521"",
  ""customer_name"": ""Maria Garcia"",
  ""issue_date"": ""July 14, 2025"",
  ""total_amount"": ""$1,230.50""
}","{""invoice_number"": ""4521"", ""customer"": ""Maria Garcia"", ""date"": ""2025-07-14"", ""total"": ""1230.50""}",0.4247,1.7372,41.91
Q8_0,information_extraction-en-002,information_extraction,en,0.6667,values_missing:name,True,"{
  ""contact_method"": ""email"",
  ""email"": ""john.doe@example.com"",
  ""contact_method"": ""phone"",
  ""phone_number"": ""(555) 123-4567""
}","{""name"": ""John Doe"", ""email"": ""john.doe@example.com"", ""phone"": ""(555) 123-4567""}",0.256,1.8798,30.79
Q8_0,information_extraction-en-003,information_extraction,en,1.0,all_values_found,True,"{
  ""flight_number"": ""AA245"",
  ""departure_gate"": ""12"",
  ""departure_time"": ""14:30"",
  ""arrival_city"": ""Chicago"",
  ""arrival_time"": ""17:05""
}","{""flight_number"": ""AA245"", ""gate"": ""12"", ""departure_time"": ""14:30"", ""destination"": ""Chicago"", ""arrival_time"": ""17:05""}",0.579,2.3869,30.42
Q8_0,information_extraction-en-004,information_extraction,en,0.75,values_missing:hours,True,"{
  ""date"": ""every Monday and Wednesday"",
  ""time"": ""9am to 1pm"",
  ""location"": ""Riverside Clinic"",
  ""doctor"": ""Dr. Emily Carter""
}","{""doctor"": ""Dr. Emily Carter"", ""location"": ""Riverside Clinic"", ""days"": [""Monday"", ""Wednesday""], ""hours"": ""9am-1pm""}",0.3616,1.6363,35.3
Q8_0,information_extraction-en-005,information_extraction,en,0.6667,values_missing:end_date,True,"{
  ""date"": ""2025-09-03"",
  ""location"": ""Berlin"",
  ""duration"": ""3 days""
}","{""event_location"": ""Berlin"", ""start_date"": ""2025-09-03"", ""end_date"": ""2025-09-05""}",0.3024,1.2447,36.08
Q8_0,information_extraction-en-006,information_extraction,en,1.0,all_values_found,True,"{
  ""order_number"": ""78910"",
  ""shipping_method"": ""FedEx"",
  ""estimated_delivery_days"": ""3-5 business days""
}","{""order_number"": ""78910"", ""carrier"": ""FedEx"", ""eta_days"": ""3-5""}",0.2605,1.2843,36.14
Q8_0,information_extraction-en-007,information_extraction,en,0.6667,values_missing:address,True,"{
  ""street"": ""Elm Street"",
  ""number"": ""42"",
  ""sale_date"": ""June 2024"",
  ""sale_price"": ""$375,000""
}","{""address"": ""42 Elm Street"", ""price"": ""375000"", ""month_sold"": ""June 2024""}",0.3163,1.6339,35.67
Q8_0,information_extraction-en-008,information_extraction,en,0.75,values_missing:attendee,True,"{
  ""meeting"": {
    ""date"": ""Thursday"",
    ""time"": ""10:00 AM"",
    ""location"": ""Conference Room B""
  }
}","{""attendee"": ""Robert Chen"", ""day"": ""Thursday"", ""time"": ""10:00 AM"", ""location"": ""Conference Room B""}",0.2632,1.3264,35.74
Q8_0,information_extraction-it-001,information_extraction,it,0.0,"values_missing:invoice_number,customer,date,total",True,"{""campi_principali"": [""numero_fattura"", ""nome_fattore"", ""data_emissione"", ""totale_fattura""]}","{""invoice_number"": ""4521"", ""customer"": ""Maria Rossi"", ""date"": ""2025-07-14"", ""total"": ""1230.50""}",0.7098,1.6372,35.58
Q8_0,information_extraction-it-002,information_extraction,it,1.0,all_values_found,True,"{
  ""campi_principali"": [
    ""Luca Bianchi"",
    ""luca.bianchi@example.it"",
    ""333 1234567""
  ]
}","{""name"": ""Luca Bianchi"", ""email"": ""luca.bianchi@example.it"", ""phone"": ""333 1234567""}",0.4379,1.6963,35.76
Q8_0,information_extraction-it-003,information_extraction,it,1.0,all_values_found,True,"{""volo"":""AZ310"",""parte"":""gate 7 alle 16:45"",""atterra"":""Roma alle 18:20""}","{""flight_number"": ""AZ310"", ""gate"": ""7"", ""departure_time"": ""16:45"", ""destination"": ""Roma"", ""arrival_time"": ""18:20""}",0.3477,1.3755,36.0
Q8_0,information_extraction-it-004,information_extraction,it,0.5,"values_missing:doctor,hours",True,"{
  ""date"": ""martedì e giovedì"",
  ""time"": ""9 alle 13"",
  ""day"": ""mattina"",
  ""location"": ""Ambulatorio Centrale"",
  ""doctor"": ""La dottoressa Chiara Ferrari""
}","{""doctor"": ""Dott.ssa Chiara Ferrari"", ""location"": ""Ambulatorio Centrale"", ""days"": [""martedì"", ""giovedì""], ""hours"": ""9-13""}",0.412,2.1352,35.4
Q8_0,information_extraction-it-005,information_extraction,it,0.3333,"values_missing:start_date,end_date",True,"{""conference_date"": ""3 al 5 settembre 2025"", ""location"": ""Milano""}","{""event_location"": ""Milano"", ""start_date"": ""2025-09-03"", ""end_date"": ""2025-09-05""}",0.2979,1.0148,36.27
Q8_0,information_extraction-it-006,information_extraction,it,0.0,"values_missing:order_number,carrier,eta_days",True,"{""campi_principali"": [""ordine_numero"", ""modalità_spedizione"", ""data_arrivo""]}","{""order_number"": ""78910"", ""carrier"": ""BRT"", ""eta_days"": ""3-5""}",0.4055,1.0937,36.33
